date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:12	294789/294789	U-----	200	untouched ('OK')	application/pdf	etag:%22c0163e37-47f85-451be776b4f00%22	http://www.codeslinger.co.uk/pages/projects/gameboy/files/GB.pdf	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/files/GB.pdf	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:12	9308/9308	U-----	200	untouched ('OK')	image/png	etag:%228016ac18-245c-451be7b0e1840%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/tetrismain.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/tetrismain.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:12	9363/9363	U-----	200	untouched ('OK')	image/png	etag:%228016ac13-2493-451be7ac1cd00%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/tetris.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/tetris.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:13	10472/10472	U-----	200	untouched ('OK')	image/png	etag:%228016ac14-28e8-451be789c7c00%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/bubble.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/bubble.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:13	8583/8583	U-----	200	untouched ('OK')	image/png	etag:%228016ac15-2187-451be7a7581c0%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/mario.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/mario.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:13	10949/10949	U-----	200	untouched ('OK')	image/png	etag:%228016ac17-2ac5-451be7a19f440%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/mario2.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/mario2.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:14	11242/11242	U-----	200	untouched ('OK')	image/png	etag:%228016ac12-2bea-451be78e8c740%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake1.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake1.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:14	9834/9834	U-----	200	untouched ('OK')	image/png	etag:%228016ac10-266a-451be79351280%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake2.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake2.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:15	10427/10427	U-----	200	untouched ('OK')	image/png	etag:%228016ac11-28bb-451be79815dc0%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake3.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake3.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:15	10702/10702	U-----	200	untouched ('OK')	image/png	etag:%228016ac16-29ce-451be79cda900%22	http://www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake4.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/images/linksawake4.png	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:15	6662/6662	U-----	200	untouched ('OK')	text/html	etag:%224015e105-1a06-474261bc02880%22	http://www.codeslinger.co.uk/pages/projects/gameboy/beginning.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/beginning.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:16	10994/10994	U-----	200	untouched ('OK')	text/html	etag:%224015e104-2af2-474261ef82200%22	http://www.codeslinger.co.uk/pages/projects/gameboy/hardware.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/hardware.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:16	7124/7124	U-----	200	untouched ('OK')	text/html	etag:%224015e106-1bd4-47426224ea000%22	http://www.codeslinger.co.uk/pages/projects/gameboy/memory.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/memory.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:16	595/595	---M--	404	error ('Not%20Found')	text/html	etag:%2233b92-253-48c3560adc980%22	http://www.codeslinger.co.uk/pages/projects/gameboy/Banking.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/Banking.4b.delayed	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:17	14209/14209	U-----	200	untouched ('OK')	text/html	etag:%224015e107-3781-474261af9cb40%22	http://www.codeslinger.co.uk/pages/projects/gameboy/banking.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/banking.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:17	12500/12500	U-----	200	untouched ('OK')	text/html	etag:%224015e101-30d4-4742624556c80%22	http://www.codeslinger.co.uk/pages/projects/gameboy/timers.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/timers.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:17	13081/13081	U-----	200	untouched ('OK')	text/html	etag:%224015e03f-3319-474261f9ffac0%22	http://www.codeslinger.co.uk/pages/projects/gameboy/interupts.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/interupts.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:18	12604/12604	U-----	200	untouched ('OK')	text/html	etag:%224015e102-313c-47426214b39c0%22	http://www.codeslinger.co.uk/pages/projects/gameboy/lcd.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/lcd.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:18	4721/4721	U-----	200	untouched ('OK')	text/html	etag:%224015e103-1271-474261c774380%22	http://www.codeslinger.co.uk/pages/projects/gameboy/dma.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/dma.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:18	28277/28277	U-----	200	untouched ('OK')	text/html	etag:%224015e03c-6e75-474261e134040%22	http://www.codeslinger.co.uk/pages/projects/gameboy/graphics.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/graphics.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:19	8808/8808	U-----	200	untouched ('OK')	text/html	etag:%224015e03e-2268-4742620759a40%22	http://www.codeslinger.co.uk/pages/projects/gameboy/joypad.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/joypad.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:19	17174/17174	U-----	200	untouched ('OK')	text/html	etag:%224015e100-4316-47426233381c0%22	http://www.codeslinger.co.uk/pages/projects/gameboy/opcodes.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/opcodes.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:19	4750/4750	U-----	200	untouched ('OK')	text/html	etag:%224015e03d-128e-474261d2e5e80%22	http://www.codeslinger.co.uk/pages/projects/gameboy/finished.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/gameboy/finished.html	(from http://www.codeslinger.co.uk/pages/projects/gameboy.html)
18:34:20	6843/6843	U-----	200	untouched ('OK')	text/html	etag:%228016ac1d-1abb-47426182ca180%22	http://www.codeslinger.co.uk/pages/projects/chip8/hardware.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/hardware.html	(from http://www.codeslinger.co.uk/pages/projects/chip8.html)
18:34:20	7711/7711	U-----	200	untouched ('OK')	text/html	etag:%228016ac1c-1e1f-474261747bfc0%22	http://www.codeslinger.co.uk/pages/projects/chip8/fetchdecode.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/fetchdecode.html	(from http://www.codeslinger.co.uk/pages/projects/chip8.html)
18:34:20	13521/13521	U-----	200	untouched ('OK')	text/html	etag:%228016ac1a-34d1-4742616722040%22	http://www.codeslinger.co.uk/pages/projects/chip8/examples.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/examples.html	(from http://www.codeslinger.co.uk/pages/projects/chip8.html)
18:34:21	4781/4781	U-----	200	untouched ('OK')	text/html	etag:%228016ac1b-12ad-4742619c89e40%22	http://www.codeslinger.co.uk/pages/projects/chip8/primitive.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/primitive.html	(from http://www.codeslinger.co.uk/pages/projects/chip8.html)
18:34:21	4680/4680	U-----	200	untouched ('OK')	text/html	etag:%228016ac1e-1248-4742619024100%22	http://www.codeslinger.co.uk/pages/projects/chip8/mychip8.html	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/mychip8.html	(from http://www.codeslinger.co.uk/pages/projects/chip8.html)
18:34:23	22912/22912	U--MC-	200	updated ('OK')	text/html	date:Thu,%2011%20Aug%202011%2017:34:09%20GMT	http://codeslinger.co.uk/pages/blog/wordpress/	C:/Users/David/Documents/Websites/Codeslinger/codeslinger.co.uk/pages/blog/wordpress/index.html	(from http://www.codeslinger.co.uk/pages/blog/index.html)
18:34:23	17148/17148	U-----	200	untouched ('OK')	text/plain	etag:%22283d3d-42fc-45e63800dbd80%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/files/z80-1.txt	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/files/z80-1.txt	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/resources.html)
18:34:23	154112/154112	U-----	200	untouched ('OK')	application/msword	etag:%22283d3f-25a00-45e6380a65400%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/files/Z80.DOC	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/files/Z80.DOC	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/resources.html)
18:34:24	3508/3508	U-----	200	untouched ('OK')	text/plain	etag:%228016ac09-db4-4654c6946a540%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/snippet_vdp_sprites.txt	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/snippet_vdp_sprites.txt	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/vdp.html)
18:34:24	5565/5565	U-----	200	untouched ('OK')	text/plain	etag:%228016ac05-15bd-4654cb8d92100%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/snippet_vdp_tiles.txt	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/snippet_vdp_tiles.txt	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/vdp.html)
18:34:24	2195/2195	U-----	200	untouched ('OK')	text/plain	etag:%228016ac06-893-45fd02c8b3700%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/snippet_psg_write.txt	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/snippet_psg_write.txt	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/sound.html)
18:34:25	193465/193465	U-----	200	untouched ('OK')	application/zip	etag:%22283d3e-2f3b9-45e69c07f7c40%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/files/SMS-Slinger_WindowsBinary.zip	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/files/SMS-Slinger_WindowsBinary.zip	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/finished.html)
18:34:25	480854/480854	U-----	200	untouched ('OK')	application/zip	etag:%22283d40-75656-45e69bee37f80%22	http://www.codeslinger.co.uk/pages/projects/mastersystem/files/SMS-Slinger_Source.zip	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/mastersystem/files/SMS-Slinger_Source.zip	(from http://www.codeslinger.co.uk/pages/projects/mastersystem/finished.html)
18:34:25	425246/425246	U-----	200	untouched ('OK')	application/zip	etag:%22283d43-67d1e-451be80d63280%22	http://www.codeslinger.co.uk/pages/projects/chip8/files/Chip8Src.zip	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/files/Chip8Src.zip	(from http://www.codeslinger.co.uk/pages/projects/chip8/mychip8.html)
18:34:26	9816/9816	U-----	200	untouched ('OK')	image/png	etag:%22c0163e3b-2658-451be82cdbcc0%22	http://www.codeslinger.co.uk/pages/projects/chip8/images/invadersintro.png	C:/Users/David/Documents/Websites/Codeslinger/www.codeslinger.co.uk/pages/projects/chip8/images/invadersintro.png	(from http://www.codeslinger.co.uk/pages/projects/chip8/mychip8.html)
